ID;Cost_claims_year;Cost_claims_by_type;Claims_type
28354;449.56;449.56;complaint
28360;185.47;135.38;broken windows
28360;185.47;50.09;travel assistance
28382;1965.6;1965.6;negligence
28391;57.89;57.89;travel assistance
28403;409.69;338.53;broken windows
28403;409.69;71.16;complaint
28438;313.62;313.62;broken windows
28451;349.15;349.15;complaint
28454;82.34;82.34;travel assistance
28464;97.26;97.26;travel assistance
28482;190.49;140.4;travel assistance
28482;190.49;50.09;travel assistance
28493;55.76;55.76;travel assistance
28527;229.65;229.65;travel assistance
28541;76.95;76.95;travel assistance
28549;56.18;56.18;travel assistance
28551;1802.23;1802.23;all risks
28552;51.95;51.95;travel assistance
28566;2152.02;103.82;travel assistance
28566;2152.02;1984.27;complaint
28566;2152.02;63.93;all risks
28572;59.71;59.71;travel assistance
28582;64.46;64.46;travel assistance
28589;557.3;557.3;complaint
28601;27837.58;27837.58;all risks
28602;259.32;259.32;complaint
28603;184.36;132.41;travel assistance
28603;184.36;51.95;travel assistance
28605;152.74;152.74;complaint
28639;49.95;49.95;travel assistance
28645;358.36;222.06;theft
28645;358.36;136.3;broken windows
28649;2030.18;2030.18;negligence
28659;51.45;51.45;travel assistance
28660;205.34;205.34;complaint
28667;52.09;52.09;travel assistance
28673;951.49;951.49;travel assistance
28679;125.57;125.57;complaint
28702;134.12;134.12;travel assistance
28710;99.32;99.32;travel assistance
28713;58.94;58.94;travel assistance
28728;723.61;723.61;complaint
28732;61.01;61.01;travel assistance
28741;12552.26;12392.49;all risks
28741;12552.26;159.77;travel assistance
28756;656.09;656.09;travel assistance
28757;289.03;289.03;complaint
28771;7253.23;7192.61;complaint
28771;7253.23;60.62;travel assistance
28775;1094.91;120.57;travel assistance
28775;1094.91;974.34;negligence
28782;270;270;injuries
28800;49.95;49.95;travel assistance
28801;55.17;55.17;travel assistance
28802;249.15;249.15;broken windows
28853;378.19;378.19;broken windows
28861;311.39;237.64;travel assistance
28861;311.39;14.04;travel assistance
28861;311.39;59.71;travel assistance
28864;761.44;761.44;broken windows
28877;4292.21;67.25;travel assistance
28877;4292.21;67.25;travel assistance
28877;4292.21;4090.6;negligence
28877;4292.21;67.11;travel assistance
28879;138.66;138.66;travel assistance
28883;51.95;51.95;travel assistance
28887;64.46;64.46;travel assistance
28890;110.51;110.51;travel assistance
28894;94.19;94.19;travel assistance
28904;1196.06;1090.9;negligence
28904;1196.06;105.16;travel assistance
28906;114.27;64.32;travel assistance
28906;114.27;49.95;travel assistance
28927;93.1;93.1;travel assistance
28929;55.78;55.78;complaint
28932;493.37;443.78;travel assistance
28932;493.37;49.59;travel assistance
28933;81.21;81.21;travel assistance
28940;67.11;67.11;travel assistance
28945;275.16;104.06;complaint
28945;275.16;22.71;travel assistance
28945;275.16;148.39;injuries
28954;1705.12;303.12;broken windows
28954;1705.12;1402;negligence
28965;882;882;negligence
28973;150.16;150.16;travel assistance
28977;221.47;150.25;travel assistance
28977;221.47;71.22;travel assistance
28986;83.56;83.56;travel assistance
28993;123.03;56.18;travel assistance
28993;123.03;66.85;travel assistance
28994;126.46;64.46;travel assistance
28994;126.46;62;travel assistance
28995;145.9;145.9;broken windows
28996;262.61;262.61;broken windows
29018;2271.6;1253.12;negligence
29018;2271.6;1018.48;complaint
29020;494.73;494.73;all risks
29021;121.24;60.62;travel assistance
29021;121.24;60.62;travel assistance
29038;49.95;49.95;travel assistance
29039;193.71;193.71;travel assistance
29046;596.86;596.86;complaint
29055;51.95;51.95;travel assistance
29062;280.67;280.67;broken windows
29074;429.07;98.73;travel assistance
29074;429.07;330.34;broken windows
29104;71.58;71.58;travel assistance
29106;306.35;306.35;broken windows
29111;64.46;64.46;travel assistance
29113;569.05;569.05;complaint
29118;517.92;428.71;complaint
29118;517.92;56.37;travel assistance
29118;517.92;32.83;travel assistance
29122;67.11;67.11;travel assistance
29131;1940.34;1926.3;all risks
29131;1940.34;14.04;travel assistance
29133;264.27;264.27;broken windows
29141;1766.69;496.36;travel assistance
29141;1766.69;1270.33;negligence
29154;71.87;71.87;complaint
29165;49.27;49.27;travel assistance
29203;172.73;49.27;travel assistance
29203;172.73;50.09;travel assistance
29203;172.73;73.37;travel assistance
29232;232.57;232.57;complaint
29261;888;882;negligence
29261;888;6;complaint
29264;601.64;601.64;complaint
29265;50.09;50.09;travel assistance
29268;50.09;50.09;travel assistance
29288;52.37;2.42;complaint
29288;52.37;49.95;travel assistance
29290;255.67;255.67;broken windows
29294;122.26;72.31;travel assistance
29294;122.26;49.95;travel assistance
29299;73.98;73.98;travel assistance
29302;67.25;67.25;travel assistance
29310;312.12;52.09;travel assistance
29310;312.12;260.03;travel assistance
29335;541.03;52.09;travel assistance
29335;541.03;488.94;complaint
29352;882;882;negligence
29359;450.78;450.78;broken windows
29368;69.69;69.69;travel assistance
29382;90.88;90.88;travel assistance
29384;478.08;478.08;travel assistance
29409;503.79;503.79;complaint
29410;882;882;negligence
29412;332.81;125.83;travel assistance
29412;332.81;206.98;negligence
29421;1564.69;1564.69;all risks
29435;220.87;220.87;complaint
29438;772.2;772.2;all risks
29441;128.99;128.99;complaint
29446;1919.56;1789.78;negligence
29446;1919.56;129.78;travel assistance
29454;51.95;51.95;travel assistance
29474;1780.9;1780.9;all risks
29509;1141.05;43.56;complaint
29509;1141.05;1048.85;all risks
29509;1141.05;48.64;travel assistance
29515;121.39;121.39;complaint
29518;381.06;221.61;complaint
29518;381.06;159.45;broken windows
29523;278.44;278.44;complaint
29536;486.66;486.66;broken windows
29539;106.73;106.73;travel assistance
29543;3956.23;1923.4;all risks
29543;3956.23;899.81;all risks
29543;3956.23;1133.02;all risks
29554;285.3;252.14;complaint
29554;285.3;33.16;complaint
29561;798.14;675.82;complaint
29561;798.14;122.32;travel assistance
29584;217.98;217.98;travel assistance
29592;878.12;391.4;complaint
29592;878.12;486.72;complaint
29593;297.16;297.16;complaint
29596;143.97;143.97;travel assistance
29625;67.11;67.11;travel assistance
29627;3153.59;3153.59;complaint
29629;648.97;648.97;all risks
29648;102.8;102.8;travel assistance
29656;882;882;negligence
29665;109.73;109.73;complaint
29675;593.77;51.95;travel assistance
29675;593.77;237.3;travel assistance
29675;593.77;304.52;travel assistance
29683;412.78;298.34;complaint
29683;412.78;61.33;broken windows
29683;412.78;29.96;travel assistance
29683;412.78;23.15;travel assistance
29690;337.67;235.95;negligence
29690;337.67;101.72;travel assistance
29695;51.29;51.29;travel assistance
29697;530.01;530.01;complaint
29704;1523.61;106.27;travel assistance
29704;1523.61;194.03;travel assistance
29704;1523.61;1223.31;negligence
29720;461.94;461.94;complaint
29727;389.56;52.09;travel assistance
29727;389.56;52.09;travel assistance
29727;389.56;285.38;broken windows
29739;2281.38;2281.38;negligence
29743;381.42;381.42;travel assistance
29765;99.9;49.95;travel assistance
29765;99.9;49.95;travel assistance
29766;50.09;50.09;travel assistance
29767;101.64;101.64;broken windows
29771;404.05;404.05;complaint
29797;487.58;0;complaint
29797;487.58;487.58;all risks
29805;1290.64;620.08;complaint
29805;1290.64;670.56;complaint
29825;882;882;negligence
29830;728.46;309.57;broken windows
29830;728.46;418.89;travel assistance
29843;202.35;77.44;broken windows
29843;202.35;124.91;broken windows
29848;155.13;155.13;travel assistance
29854;166.91;166.91;travel assistance
29855;545.82;545.82;broken windows
29856;393.06;393.06;all risks
29857;70.57;70.57;travel assistance
29877;58.8;58.8;travel assistance
29884;135.28;78.56;complaint
29884;135.28;56.72;travel assistance
29884;135.28;0;travel assistance
29888;1171.41;882;negligence
29888;1171.41;289.41;broken windows
29892;52.09;52.09;travel assistance
29898;86.55;86.55;broken windows
29903;1900.36;1900.36;all risks
29918;262.66;145.67;travel assistance
29918;262.66;116.99;travel assistance
29940;97.97;97.97;travel assistance
29941;470.28;470.28;all risks
29944;1267.67;652.75;complaint
29944;1267.67;614.92;complaint
29945;116.1;116.1;travel assistance
29956;75.84;75.84;complaint
29968;324.15;324.15;all risks
29970;1084.74;202.74;travel assistance
29970;1084.74;882;negligence
29981;1041.4;117.14;travel assistance
29981;1041.4;569.46;travel assistance
29981;1041.4;354.8;all risks
29982;579.11;579.11;all risks
29984;855.22;855.22;all risks
29987;1559.6;255.78;travel assistance
29987;1559.6;1303.82;all risks
30002;1057.8;882;negligence
30002;1057.8;175.8;broken windows
30009;643.84;393.25;negligence
30009;643.84;250.59;travel assistance
30015;64.46;64.46;travel assistance
30031;208.06;208.06;complaint
30033;135.81;85.86;travel assistance
30033;135.81;49.95;travel assistance
30041;1099.56;882;negligence
30041;1099.56;136.49;travel assistance
30041;1099.56;81.07;travel assistance
30060;153.32;153.32;travel assistance
30063;67.11;67.11;travel assistance
30069;154.82;57.13;broken windows
30069;154.82;97.69;broken windows
30073;690.14;690.14;all risks
30077;49.95;49.95;travel assistance
30093;338.6;338.6;travel assistance
30131;296.28;49.13;travel assistance
30131;296.28;49.95;travel assistance
30131;296.28;148.07;travel assistance
30131;296.28;49.13;travel assistance
30163;100.18;50.09;travel assistance
30163;100.18;50.09;travel assistance
30166;64.32;64.32;travel assistance
30169;129.56;129.56;travel assistance
30172;51.95;51.95;travel assistance
30173;619.32;619.32;complaint
30186;5400.65;320.72;broken windows
30186;5400.65;197.93;travel assistance
30186;5400.65;4882;negligence
30229;268.66;268.66;complaint
30264;180.47;52.09;travel assistance
30264;180.47;0;complaint
30264;180.47;52.09;travel assistance
30264;180.47;52.09;travel assistance
30264;180.47;24.2;theft
30268;235.35;183.4;travel assistance
30268;235.35;51.95;travel assistance
30270;169.02;80.72;travel assistance
30270;169.02;88.3;travel assistance
30300;64.46;64.46;travel assistance
30315;1362.8;50.09;travel assistance
30315;1362.8;50.09;travel assistance
30315;1362.8;1262.62;complaint
30321;75.69;75.69;complaint
30327;13548.49;13415.2;complaint
30327;13548.49;133.29;travel assistance
30329;89.55;89.55;travel assistance
30344;882;882;negligence
30350;790.81;790.81;complaint
30353;3894.43;3894.43;other
30360;882;882;negligence
30362;177.91;177.91;travel assistance
30362;177.91;0;travel assistance
30371;135.81;85.86;travel assistance
30371;135.81;49.95;travel assistance
30378;226.33;226.33;travel assistance
30383;474.22;474.22;broken windows
30391;49.95;49.95;travel assistance
30419;1832;1832;complaint
30476;2486.05;2204.98;complaint
30476;2486.05;49.95;travel assistance
30476;2486.05;49.95;travel assistance
30476;2486.05;70;travel assistance
30476;2486.05;111.17;travel assistance
30481;99.9;49.95;travel assistance
30481;99.9;49.95;travel assistance
30494;2878.44;2878.44;negligence
30498;192.63;192.63;travel assistance
30521;607.49;607.49;complaint
30531;105.02;105.02;travel assistance
30540;119.34;52.09;travel assistance
30540;119.34;67.25;travel assistance
30548;376.03;376.03;broken windows
30551;1038.97;105.02;travel assistance
30551;1038.97;882;negligence
30551;1038.97;51.95;travel assistance
30557;49.95;49.95;travel assistance
30564;565.49;565.49;complaint
30568;780.49;716.81;complaint
30568;780.49;63.68;travel assistance
30574;77.44;77.44;broken windows
30575;160.25;110.3;travel assistance
30575;160.25;49.95;travel assistance
30578;76.71;76.71;travel assistance
30595;948.21;882;negligence
30595;948.21;66.21;travel assistance
30613;1000.54;1000.54;other
30627;3300.34;1506.91;all risks
30627;3300.34;1364;negligence
30627;3300.34;429.43;all risks
30668;609.28;609.28;complaint
30680;213.87;149.55;travel assistance
30680;213.87;64.32;travel assistance
30682;155.54;155.54;travel assistance
30685;426.16;426.16;complaint
30686;119.06;67.11;travel assistance
30686;119.06;51.95;travel assistance
30691;77.44;77.44;broken windows
30693;418.42;418.42;complaint
30695;2975.02;2793;all risks
30695;2975.02;182.02;travel assistance
30712;52.09;52.09;travel assistance
30713;1720.96;262.16;broken windows
30713;1720.96;1305.86;complaint
30713;1720.96;152.94;travel assistance
30715;140.7;49.95;travel assistance
30715;140.7;90.75;negligence
30719;531.25;531.25;complaint
30721;1748.36;1748.36;all risks
30745;100.85;100.85;travel assistance
30748;1374.78;1374.78;negligence
30766;179.76;179.76;travel assistance
30768;870.36;870.36;complaint
30776;694.21;694.21;complaint
30790;91.48;91.48;travel assistance
30792;236.24;51.95;travel assistance
30792;236.24;184.29;travel assistance
30809;556.84;556.84;complaint
30823;99.9;49.95;travel assistance
30823;99.9;49.95;travel assistance
30843;49.95;49.95;travel assistance
30852;448;94.71;complaint
30852;448;340.07;complaint
30852;448;13.21;travel assistance
30862;50.09;50.09;travel assistance
30877;578.51;578.51;all risks
30878;63.6;63.6;travel assistance
30881;642.41;642.41;travel assistance
30890;261.68;50.09;travel assistance
30890;261.68;64.46;travel assistance
30890;261.68;97.18;travel assistance
30890;261.68;49.95;travel assistance
30897;591.53;591.53;complaint
30901;357.19;357.19;complaint
30910;136.09;50.09;travel assistance
30910;136.09;86;travel assistance
30942;73.67;73.67;travel assistance
30971;688.69;688.69;complaint
30978;1389.43;1389.43;other
31002;198.12;198.12;broken windows
31010;73.46;73.46;travel assistance
31011;389.52;187.58;travel assistance
31011;389.52;201.94;travel assistance
31040;4930.22;4806.7;all risks
31040;4930.22;123.52;travel assistance
31041;105.08;105.08;travel assistance
31046;177.96;88.98;travel assistance
31046;177.96;88.98;travel assistance
31058;882;882;negligence
31060;743.99;743.99;complaint
31062;668.85;668.85;broken windows
31071;51.95;51.95;travel assistance
31077;51.95;51.95;travel assistance
31080;934.59;934.59;negligence
31084;316.77;316.77;broken windows
31087;50.09;50.09;travel assistance
31089;160.59;68.97;travel assistance
31089;160.59;91.62;travel assistance
31090;178.69;82.54;travel assistance
31090;178.69;96.15;travel assistance
31096;611.09;611.09;complaint
31097;50.09;50.09;travel assistance
31113;1263.92;1263.92;other
31123;68.83;68.83;travel assistance
31137;448.02;448.02;complaint
31158;880.29;880.29;travel assistance
31158;880.29;0;travel assistance
31171;68.83;68.83;travel assistance
31175;79.77;79.77;travel assistance
31186;656.58;656.58;travel assistance
31190;85.84;36.57;complaint
31190;85.84;49.27;travel assistance
31216;324.14;324.14;broken windows
31222;112.22;112.22;all risks
31234;93.15;43.2;theft
31234;93.15;49.95;travel assistance
31243;288.42;223.13;travel assistance
31243;288.42;65.29;travel assistance
31245;1001.08;1001.08;complaint
31247;1185.68;1185.68;complaint
31261;61.86;61.86;travel assistance
31263;602.56;388.52;all risks
31263;602.56;214.04;all risks
31266;606.49;606.49;complaint
31272;321.77;49.27;travel assistance
31272;321.77;49.13;travel assistance
31272;321.77;49.95;travel assistance
31272;321.77;173.42;travel assistance
31289;50.09;50.09;travel assistance
31312;284.87;284.87;broken windows
31335;100.54;100.54;travel assistance
31338;144.9;64.32;travel assistance
31338;144.9;80.58;travel assistance
31346;49.95;49.95;travel assistance
31355;63.6;63.6;travel assistance
31355;63.6;0;negligence
31361;619.28;619.28;complaint
31381;216.94;162.92;travel assistance
31381;216.94;54.02;travel assistance
31384;505.54;329.95;broken windows
31384;505.54;73.47;travel assistance
31384;505.54;102.12;travel assistance
31389;1432.54;1432.54;negligence
31398;882;882;negligence
31408;895.83;895.83;all risks
31413;281.87;204.43;broken windows
31413;281.87;77.44;broken windows
31421;161.36;109.41;travel assistance
31421;161.36;51.95;travel assistance
31432;377.44;377.44;complaint
31433;177.92;67.25;travel assistance
31433;177.92;110.67;travel assistance
31450;172.13;67.11;travel assistance
31450;172.13;105.02;travel assistance
31452;60.62;60.62;travel assistance
31457;103.9;51.95;travel assistance
31457;103.9;51.95;travel assistance
31464;51.95;51.95;travel assistance
31466;236285.18;236178.72;negligence
31466;236285.18;106.46;travel assistance
31470;79.17;79.17;travel assistance
31477;98.67;98.67;travel assistance
31489;903.78;903.78;negligence
31492;1388.95;61.52;travel assistance
31492;1388.95;882;negligence
31492;1388.95;91.13;travel assistance
31492;1388.95;194.36;travel assistance
31492;1388.95;66.97;travel assistance
31492;1388.95;92.97;travel assistance
31515;280.1;280.1;broken windows
31523;827.14;827.14;complaint
31568;176.65;87.84;travel assistance
31568;176.65;88.81;travel assistance
31579;156.13;156.13;travel assistance
31601;94.64;94.64;travel assistance
31611;117.38;68.88;travel assistance
31611;117.38;48.5;travel assistance
31617;62.28;62.28;travel assistance
31621;160.19;48.64;travel assistance
31621;160.19;111.55;travel assistance
31627;50.09;50.09;travel assistance
31640;129.53;129.53;broken windows
31642;49.13;49.13;travel assistance
31643;49.13;49.13;travel assistance
31654;62.87;62.87;travel assistance
31668;426.67;426.67;travel assistance
31669;210.83;210.83;travel assistance
31672;833.35;598.87;complaint
31672;833.35;89.55;travel assistance
31672;833.35;82.2;travel assistance
31672;833.35;62.73;travel assistance
31675;49.95;49.95;travel assistance
31678;76.04;76.04;travel assistance
31689;51.95;51.95;travel assistance
31690;578.75;578.75;complaint
31701;67.11;67.11;travel assistance
31707;882;882;negligence
31732;63.34;63.34;travel assistance
31740;142.65;142.65;complaint
31755;168.49;76.22;travel assistance
31755;168.49;92.27;travel assistance
31760;74.64;74.64;travel assistance
31778;65.29;65.29;travel assistance
31779;639.6;418.47;broken windows
31779;639.6;58.53;travel assistance
31779;639.6;81.3;travel assistance
31779;639.6;81.3;travel assistance
31795;52.09;52.09;travel assistance
31823;84.21;84.21;travel assistance
31835;1886.23;1886.23;complaint
31858;427.04;427.04;complaint
31863;820;820;injuries
31865;119.9;119.9;travel assistance
31869;372.35;372.35;broken windows
31878;89.7;89.7;broken windows
31885;89.86;89.86;travel assistance
31893;102.99;102.99;travel assistance
31897;502.7;50.09;travel assistance
31897;502.7;170.93;travel assistance
31897;502.7;0.47;complaint
31897;502.7;50.09;travel assistance
31897;502.7;49.95;travel assistance
31897;502.7;49.95;travel assistance
31897;502.7;62.43;travel assistance
31897;502.7;68.79;travel assistance
31905;779.21;779.21;complaint
31909;272.84;272.84;complaint
31936;77.86;77.86;travel assistance
31965;67.11;67.11;travel assistance
31968;197.46;69.69;travel assistance
31968;197.46;127.77;travel assistance
31992;105.02;105.02;travel assistance
31999;621.18;70.5;travel assistance
31999;621.18;189.07;travel assistance
31999;621.18;104.8;travel assistance
31999;621.18;161.78;travel assistance
31999;621.18;95.03;travel assistance
32033;183.73;183.73;complaint
32050;42.41;42.41;complaint
32052;196.19;196.19;broken windows
32057;86.65;86.65;travel assistance
32080;388.53;140.12;theft
32080;388.53;248.41;complaint
32087;178.26;178.26;travel assistance
32090;73.71;73.71;travel assistance
32090;73.71;0;travel assistance
32091;4996.58;4900.11;negligence
32091;4996.58;96.47;travel assistance
32103;52.09;52.09;travel assistance
32115;808.69;808.69;complaint
32137;98.45;48.5;travel assistance
32137;98.45;49.95;travel assistance
32139;62.28;62.28;travel assistance
32144;51.95;51.95;travel assistance
32159;1155.71;196.27;broken windows
32159;1155.71;77.44;broken windows
32159;1155.71;882;negligence
32162;134.43;134.43;travel assistance
32165;67.25;67.25;travel assistance
32167;253.73;253.73;broken windows
32172;234.59;234.59;all risks
32181;739.41;739.41;complaint
32183;417.54;417.54;complaint
32193;97.62;97.62;travel assistance
32205;1149.69;954.38;all risks
32205;1149.69;195.31;all risks
32229;267.11;267.11;complaint
32237;312.87;162.62;travel assistance
32237;312.87;150.25;travel assistance
32240;2698.38;2698.38;complaint
32243;56.85;56.85;travel assistance
32245;137.57;137.57;travel assistance
32252;736.75;593.34;complaint
32252;736.75;143.41;travel assistance
32269;69.6;69.6;complaint
32289;187.8;187.8;complaint
32295;60.25;60.25;travel assistance
32302;583.43;583.43;complaint
32312;139.78;139.78;travel assistance
32313;1794.38;1702;negligence
32313;1794.38;92.38;travel assistance
32314;173.72;173.72;travel assistance
32329;66.2;66.2;travel assistance
32333;154.18;77.09;travel assistance
32333;154.18;77.09;travel assistance
32334;277.92;61.55;travel assistance
32334;277.92;216.37;travel assistance
32342;78.77;78.77;travel assistance
32346;882;882;negligence
32359;95.1;95.1;travel assistance
32360;191.59;191.59;travel assistance
32364;98.73;98.73;travel assistance
32367;3084.12;1303.75;negligence
32367;3084.12;219.12;travel assistance
32367;3084.12;79.25;travel assistance
32367;3084.12;1482;all risks
32369;856.59;856.59;complaint
32375;77.44;77.44;broken windows
32387;386.88;386.88;complaint
32388;78.21;78.21;travel assistance
32407;511.71;511.71;complaint
32408;81.89;81.89;travel assistance
32414;177.51;177.51;travel assistance
32416;638.34;638.34;all risks
32417;882;882;negligence
32420;66.97;66.97;travel assistance
32448;88.89;88.89;travel assistance
32452;520.95;477.64;complaint
32452;520.95;43.31;travel assistance
32456;2959.91;2911.27;all risks
32456;2959.91;48.64;travel assistance
32458;48.64;48.64;travel assistance
32472;86.76;86.76;travel assistance
32482;782.58;79.28;complaint
32482;782.58;703.3;negligence
32496;89;89;travel assistance
32502;231.8;115.3;travel assistance
32502;231.8;116.5;travel assistance
32509;4818.84;4702.06;complaint
32509;4818.84;116.78;travel assistance
32521;88.31;88.31;travel assistance
32527;73.04;0;complaint
32527;73.04;73.04;travel assistance
32547;539.27;304.54;broken windows
32547;539.27;135.07;travel assistance
32547;539.27;99.66;travel assistance
32563;79.77;79.77;travel assistance
32583;222.35;222.35;complaint
32587;1108.64;937.78;negligence
32587;1108.64;170.86;travel assistance
32592;663.29;510.83;all risks
32592;663.29;152.46;all risks
32606;68.97;68.97;travel assistance
32610;777.63;777.63;complaint
32613;1477.58;1477.58;all risks
32614;419.16;64.32;travel assistance
32614;419.16;354.84;broken windows
32617;494.41;494.41;complaint
32620;79.28;79.28;travel assistance
32625;7857.96;7857.96;negligence
32629;105.63;56.99;travel assistance
32629;105.63;48.64;travel assistance
32639;56.85;56.85;travel assistance
32646;57.5;57.5;travel assistance
32665;50.09;50.09;travel assistance
32667;70.88;70.88;travel assistance
32668;49.27;49.27;travel assistance
32669;1046.84;64.66;travel assistance
32669;1046.84;50.09;travel assistance
32669;1046.84;50.09;travel assistance
32669;1046.84;882;negligence
32670;56.68;56.68;travel assistance
32672;3952.44;3952.44;negligence
32677;60.62;60.62;travel assistance
32682;100.72;100.72;complaint
32684;68.29;68.29;travel assistance
32685;292.69;292.69;broken windows
32690;174.35;115.31;travel assistance
32690;174.35;59.04;travel assistance
32700;295.87;295.87;complaint
32727;78.77;78.77;travel assistance
32754;361.01;151.81;travel assistance
32754;361.01;209.2;travel assistance
32756;1087.7;54.89;travel assistance
32756;1087.7;974.44;complaint
32756;1087.7;58.37;travel assistance
32757;64.32;64.32;travel assistance
32777;65.34;65.34;travel assistance
32782;882;882;negligence
32787;7047.73;7047.73;negligence
32812;510.35;510.35;broken windows
32815;148.77;57.5;travel assistance
32815;148.77;91.27;travel assistance
32823;359.53;359.53;complaint
32842;459.75;459.75;complaint
32859;125.14;62.57;travel assistance
32859;125.14;62.57;travel assistance
32864;273.01;273.01;complaint
32866;2262.03;113.84;travel assistance
32866;2262.03;2040.59;other
32866;2262.03;107.6;travel assistance
32871;127.2;72.31;travel assistance
32871;127.2;54.89;travel assistance
32907;57.5;57.5;travel assistance
32907;57.5;0;complaint
32913;341.63;341.63;broken windows
32915;896.53;896.53;broken windows
32917;204.72;204.72;travel assistance
32927;194.34;74.98;travel assistance
32927;194.34;119.36;travel assistance
32932;163.41;109.25;travel assistance
32932;163.41;54.16;travel assistance
32938;67.25;67.25;travel assistance
32956;826.91;107.33;travel assistance
32956;826.91;719.58;negligence
32962;882;882;negligence
32979;52.09;52.09;travel assistance
32981;159.43;159.43;travel assistance
32984;67.11;67.11;travel assistance
32997;78.12;78.12;travel assistance
32999;5227.93;5177.98;complaint
32999;5227.93;49.95;travel assistance
33007;1026.65;974.56;negligence
33007;1026.65;52.09;travel assistance
33017;142.49;142.49;travel assistance
33039;278.56;62;travel assistance
33039;278.56;216.56;complaint
33059;86.87;86.87;travel assistance
33077;88.89;88.89;travel assistance
33084;394.18;314.93;broken windows
33084;394.18;79.25;travel assistance
33087;315.78;49.95;travel assistance
33087;315.78;120.51;travel assistance
33087;315.78;145.32;travel assistance
33095;8695.71;8625.11;negligence
33095;8695.71;70.6;travel assistance
33098;157.87;157.87;broken windows
33116;2839.35;2686.17;complaint
33116;2839.35;153.18;travel assistance
33132;347.27;347.27;broken windows
33136;460.27;406.44;travel assistance
33136;460.27;53.83;complaint
33141;1144.77;1144.77;theft
33149;2380.54;2380.54;all risks
33166;52.09;52.09;travel assistance
33172;56.63;56.63;travel assistance
33176;52.09;52.09;travel assistance
33186;49.95;49.95;travel assistance
33189;1058.66;1058.66;negligence
33191;1362.53;1237.95;complaint
33191;1362.53;124.58;travel assistance
33201;57.5;57.5;travel assistance
33207;56.85;56.85;travel assistance
33213;941.47;941.47;all risks
33216;181.31;181.31;travel assistance
33221;57.5;57.5;travel assistance
33226;590.85;590.85;complaint
33230;50.09;50.09;travel assistance
33243;465.01;97.27;broken windows
33243;465.01;367.74;broken windows
33244;585.04;518.91;broken windows
33244;585.04;52.09;travel assistance
33244;585.04;14.04;travel assistance
33245;544.63;495.05;complaint
33245;544.63;49.58;travel assistance
33246;77.32;77.32;travel assistance
33258;68.83;68.83;travel assistance
33268;25071.95;25071.95;negligence
33277;970;970;complaint
33284;49.95;49.95;travel assistance
33285;55.03;55.03;travel assistance
33295;1171.38;1171.38;all risks
33304;454.24;454.24;complaint
33313;1389.1;1339.01;complaint
33313;1389.1;50.09;travel assistance
33316;50.09;50.09;travel assistance
33320;8873.62;8873.62;injuries
33322;254.85;189.51;broken windows
33322;254.85;65.34;travel assistance
33330;10827.05;63.6;travel assistance
33330;10827.05;10763.45;all risks
33331;50.09;50.09;travel assistance
33334;2275.51;2211.05;complaint
33334;2275.51;64.46;travel assistance
33336;54.02;54.02;travel assistance
33346;49.95;49.95;travel assistance
33347;237.16;237.16;broken windows
33351;953.32;6.86;complaint
33351;953.32;882;negligence
33351;953.32;64.46;travel assistance
33370;740.06;740.06;complaint
33377;88.94;88.94;complaint
33383;201.84;130.34;travel assistance
33383;201.84;71.5;travel assistance
33401;506.18;201.7;travel assistance
33401;506.18;84.45;travel assistance
33401;506.18;143.81;broken windows
33401;506.18;76.22;travel assistance
33417;5602.45;5602.45;negligence
33430;55.81;55.81;travel assistance
33452;51.95;51.95;travel assistance
33461;185.46;185.46;travel assistance
33470;250.51;250.51;travel assistance
33490;570.79;570.79;complaint
33492;60.76;60.76;travel assistance
33495;118.3;51.95;travel assistance
33495;118.3;66.35;complaint
33520;468.22;416.13;theft
33520;468.22;52.09;travel assistance
33521;139.38;76.04;travel assistance
33521;139.38;63.34;travel assistance
33539;334.66;334.66;broken windows
33546;107.49;107.49;travel assistance
33550;1794.67;26.14;travel assistance
33550;1794.67;1768.53;all risks
33551;311.52;311.52;complaint
33557;656.92;656.92;negligence
33566;1137.12;882;negligence
33566;1137.12;94.09;travel assistance
33566;1137.12;53.14;travel assistance
33566;1137.12;107.89;travel assistance
33574;320.52;268.57;travel assistance
33574;320.52;51.95;travel assistance
33582;476.51;430.52;complaint
33582;476.51;45.99;travel assistance
33605;507.59;507.59;complaint
33607;2742.3;2357.36;negligence
33607;2742.3;384.94;broken windows
33609;69.83;69.83;travel assistance
33611;882;882;negligence
33618;618.7;618.7;complaint
33621;189.7;189.7;complaint
33631;190.9;83.87;complaint
33631;190.9;107.03;negligence
33645;240.6;240.6;travel assistance
33666;627.07;73.46;travel assistance
33666;627.07;553.61;complaint
33688;126.08;126.08;broken windows
33714;155.14;155.14;complaint
33716;158.72;87.98;travel assistance
33716;158.72;70.74;travel assistance
33728;133.76;133.76;travel assistance
33735;431.93;315.7;broken windows
33735;431.93;116.23;travel assistance
33738;176.23;52.09;travel assistance
33738;176.23;124.14;travel assistance
33739;61.52;61.52;travel assistance
33797;1293.01;79.74;complaint
33797;1293.01;1213.27;all risks
33802;128.89;128.89;travel assistance
33826;40.15;40.15;complaint
33827;4004.06;156.09;travel assistance
33827;4004.06;3847.97;negligence
33834;111.51;111.51;travel assistance
33838;179.58;179.58;travel assistance
33850;289.55;212.6;travel assistance
33850;289.55;76.95;travel assistance
33870;1169.12;287.12;broken windows
33870;1169.12;882;negligence
